,Species,Emissions 0-80 km [Gg]
0,BC (Launch),0.03503819915688014
1,NOx (Launch),0.0306160118333163
2,H2O,2.1088549640776546
3,CO,0.16882243446167186
4,CO2,4.648408430981771
5,Al2O3 (Launch),0.04808943768485163
6,HCl (Launch),0.022645104802240017
7,Cl (Launch),0.0017627466846147919
8,Cl2,0.007407398243980043
9,NOx (Reentry),0.10999515220000002
10,Al2O3 (Reentry),0.04987914676
11,Total Emis,7.23151902688698
12,Total Prop,4.72381008771792
13,Surviving Mass,9.999999999999999e-10
