,Species,Emissions 0-80 km [Gg]
0,BC (Launch),0.04288525561405661
1,NOx (Launch),0.03384617660211244
2,H2O,2.648036893677916
3,CO,0.21407923674954452
4,CO2,5.547938736057665
5,Al2O3 (Launch),0.22089618961672763
6,HCl (Launch),0.09965003644778304
7,Cl (Launch),0.010163660645852238
8,Cl2,0.03632791717952181
9,NOx (Reentry),0.1646451362
10,Al2O3 (Reentry),0.07930101321
11,Total Emis,9.097770252001178
12,Total Prop,5.818279743356615
13,Surviving Mass,0.0
