,Species,Emissions 0-80 km [Gg]
0,BC (Launch),0.25162767611233605
1,NOx (Launch),0.17303199743062161
2,H2O,13.06384754658598
3,CO,1.2683507642856933
4,CO2,31.811703862755195
5,Al2O3 (Launch),0.158271823158649
6,HCl (Launch),0.06577736499633453
7,Cl (Launch),0.00972175287256815
8,Cl2,0.029211120186099185
9,NOx (Reentry),0.523551125
10,Al2O3 (Reentry),0.19168448000000002
11,Total Emis,47.54677951338347
12,Total Prop,30.31959167471262
13,Surviving Mass,2.8e-07
